-119.740934,39.578007,http://farm1.staticflickr.com/139/334651114_e9d8d8593f.jpg,1167187643,#311103,#feebb2,#621503,#621503,#be4a09,#e88f2c
-119.814105,39.523971,http://farm4.staticflickr.com/3219/2997727622_aab5c3eed8.jpg,1225673945,#a06948,#3a1f12,#c8a588,#c8a588,#f6d2b9,#453d3a
-119.837214,39.391433,http://farm7.staticflickr.com/6199/6127560206_c30b42f3fc.jpg,1315497449,#8b9899,#676b6d,#91898c,#91898c,#516959,#b3bec4
-119.808688,39.526419,http://farm3.staticflickr.com/2119/2051042202_9323ee98ba.jpg,1195590375,#2b2c28,#64402d,#485355,#485355,#9f7763,#9c8f84
-119.811068,39.520826,http://farm4.staticflickr.com/3270/3073952638_2a902eac0b.jpg,1228116165,#3d1602,#692e08,#87551f,#87551f,#393133,#9a928c
-119.705046,39.383713,http://farm8.staticflickr.com/7407/11728753953_eb6fea928e.jpg,1388750056,#363444,#101727,#544649,#544649,#745850,#9a4e31
-119.713972,39.530881,http://farm8.staticflickr.com/7213/7373045032_e9690c9490.jpg,1339711329,#2c3442,#721d27,#a0a0af,#a0a0af,#626d8c,#350914
-119.81286,39.530492,http://farm4.staticflickr.com/3612/3490016482_427babf9d6.jpg,1241131158,#d2b388,#302b26,#b1874e,#b1874e,#b70e0e,#a25635
-119.881074,39.660767,http://farm3.staticflickr.com/2217/2011807500_b3db36e260.jpg,1195014359,#0164dc,#5698e8,#abccf4,#abccf4,#ff0b89,#ff94cb
-119.80905,39.516827,http://farm8.staticflickr.com/7430/10768792644_a3b58582e6.jpg,1384047210,#194d7d,#010d34,#252f3a,#252f3a,#e04151,#f2cc6f
-119.785641,39.465437,http://farm3.staticflickr.com/2806/11722987773_a20d4b0459.jpg,1388722372,#b3a28a,#a78758,#e8d7bf,#e8d7bf,#856737,#1e2117
-119.817656,39.524749,http://farm4.staticflickr.com/3407/3523974244_5709473485.jpg,1242085851,#b0aaa7,#99c8fa,#4d3632,#4d3632,#585f6c,#4b0a0e
-119.791167,39.5135,http://farm6.staticflickr.com/5467/9542565519_f96ee025a4.jpg,1376894691,#443c32,#352012,#555727,#555727,#756a5e,#2f3a1a
-119.795308,39.526677,http://farm4.staticflickr.com/3207/3151294898_3061219899.jpg,1230659033,#5b5b5b,,,,,
-119.813823,39.531472,http://farm5.staticflickr.com/4050/4698935334_e228b61c48.jpg,1276490180,#552807,#310f0b,#846550,#846550,#9f5628,#cc8b48
-119.785641,39.465437,http://farm8.staticflickr.com/7426/9384010709_56cfb1839e.jpg,1375033053,#a28753,#33271b,#896f54,#896f54,#6c492d,#d5c0af
-119.791724,39.48523,http://farm3.staticflickr.com/2317/2267602049_d5d84d2ca7.jpg,1203133768,#474f5b,#b8c6d4,#342d31,#342d31,#717682,#959faa
-119.880967,39.662006,http://farm8.staticflickr.com/7020/6452047683_133a81c892.jpg,1322999241,#4c413d,#4574b1,#2e579a,#2e579a,#2d2f3c,#bd3c33
-119.802217,39.541365,http://farm3.staticflickr.com/2584/3862778024_3edd849173.jpg,1251395690,#065697,#fefdc2,#302824,#302824,#edcc9a,#717a86
-119.993898,39.524286,http://farm2.staticflickr.com/1205/526801472_4532af22a9.jpg,1180824225,#bfdbfd,#3e4426,#545d59,#545d59,#727b7f,#1a280e
-119.713972,39.530881,http://farm6.staticflickr.com/5232/7187785083_8d9f230605.jpg,1339710607,#93a7be,#976b68,#3c6c87,#3c6c87,#72585a,#374555
-119.881074,39.660767,http://farm3.staticflickr.com/2308/2012730414_02c8bb965d.jpg,1195018891,#0164dc,#5698e8,#abccf4,#abccf4,#ff0b89,#ff94cb
-119.900085,39.519821,http://farm1.staticflickr.com/156/331418195_50030f78aa.jpg,1166928697,#9a4f54,#61343e,#bf6761,#bf6761,#361d2c,#d8866f
-119.889163,39.670265,http://farm5.staticflickr.com/4030/4615392150_2c63b6ab92.jpg,1274101443,#665645,#8b827a,#9ea7ab,#9ea7ab,#af2617,#32251e
-119.824962,39.525262,http://farm4.staticflickr.com/3201/4596614872_f7ec615060.jpg,1273522592,#988570,#564d45,#3a1e18,#3a1e18,#bfae97,#ded6c8
-119.87174,39.660552,http://farm5.staticflickr.com/4149/5029618756_dd7777a867.jpg,1285587617,#77a0ea,#71685f,#1f2730,#1f2730,#8e8779,#49443b
-119.890909,39.673216,http://farm3.staticflickr.com/2155/5802166864_f32e6db394.jpg,1307314557,#3e3c4a,#332828,#968c8b,#968c8b,#596a87,#6e5e5d
-119.809727,39.525796,http://farm2.staticflickr.com/1371/1418449321_2e87ea9322.jpg,1190403687,#332114,#cbcdb0,#222415,#222415,#d1b848,#939875
-119.818782,39.545894,http://farm1.staticflickr.com/132/341288374_7582288a58.jpg,1167685585,#3b2e3c,#634b5f,#826775,#826775,#8b86b5,#ede9fd
-119.881074,39.660767,http://farm1.staticflickr.com/228/1507518461_d8d92389ca.jpg,1191784060,#0164dc,#5698e8,#abccf4,#abccf4,#ff0b89,#ff94cb
-119.813407,39.527389,http://farm7.staticflickr.com/6179/6160813998_eb502507e2.jpg,1316388567,#241719,#58130d,#4a3932,#4a3932,#f9a180,#b6654e
-119.87174,39.660552,http://farm5.staticflickr.com/4106/5029229262_855bac19fa.jpg,1285573615,#5478af,#7d96b4,#262d34,#262d34,#4c5965,#9cbde7
-119.813407,39.527389,http://farm5.staticflickr.com/4030/5123792422_4ab32ccc78.jpg,1288284554,#adadad,,,,,
-119.910407,39.532048,http://farm8.staticflickr.com/7371/8861713879_dd3f59322a.jpg,1369708871,#f7e7b5,#f8df76,#f3a659,#f3a659,#c19a68,#e6d1f2
-119.813032,39.52455,http://farm4.staticflickr.com/3417/3382988188_925591806a.jpg,1237917739,#6b6661,#9aa6b7,#cfe7fd,#cfe7fd,#6180a3,#2e282a
-119.874411,39.660726,http://farm4.staticflickr.com/3048/2557241475_d26b1fe5d0.jpg,1212822528,#5085b1,#1a0100,#807264,#807264,#615952,#393a36
-119.817656,39.524749,http://farm4.staticflickr.com/3051/3523975736_fdc4fee7bc.jpg,1242085890,#434854,#8b8380,#261913,#261913,#282f30,#72685e
-119.881074,39.660767,http://farm3.staticflickr.com/2142/2011854089_3f2ddddd9d.jpg,1195018522,#0164dc,#5698e8,#abccf4,#abccf4,#ff0b89,#ff94cb
-119.893455,39.395976,http://farm5.staticflickr.com/4089/5082748080_cea9717797.jpg,1287105176,#29282c,#83543d,#5b623c,#5b623c,#777f49,#4b3634
-119.693316,39.476211,http://farm1.staticflickr.com/174/402293486_1ed2d087ec.jpg,1172429930,#b8acb0,#988e9b,#505458,#505458,#77717b,#342d39
-119.785641,39.465437,http://farm8.staticflickr.com/7434/9075707921_f9c630bf88.jpg,1371570592,#ccb9a1,#b3935f,#28241c,#28241c,#7a5a33,#8f794f
-119.813797,39.529598,http://farm3.staticflickr.com/2652/3936912016_def4eab4f6.jpg,1253439307,#71768f,#574d45,#37271d,#37271d,#9f866f,#aba19f
-119.821325,39.522606,http://farm7.staticflickr.com/6143/5962814399_2233e44187.jpg,1311312151,#192e19,#445637,#608439,#608439,#9ab259,#c7da7e
-119.883799,39.661338,http://farm5.staticflickr.com/4108/5033044823_88af6d5b52.jpg,1285689626,#79b8e5,#2e333b,#c0b2a4,#c0b2a4,#58443e,#231516
-119.777648,39.543516,http://farm6.staticflickr.com/5260/5583312961_0414f2c18e.jpg,1301794224,#7d7844,#3d436b,#2f3041,#2f3041,#999dac,#575c71
-119.769172,39.5,http://farm1.staticflickr.com/8/10743118_cab7773976.jpg,1114383362,#767077,#a69e9a,#1a2f7a,#1a2f7a,#5e4d50,#322f36
-119.875087,39.660222,http://farm9.staticflickr.com/8295/8000414293_1eaf335c89.jpg,1347990352,#ddc5b3,#534f4c,#b69781,#b69781,#686b70,#796559
-119.692972,39.477005,http://farm1.staticflickr.com/158/402302440_d91ea8d1a7.jpg,1172430348,#5b524f,#292c2a,#d0dff5,#d0dff5,#9cc1f0,#9ea9be
-119.711322,39.561086,http://farm1.staticflickr.com/158/348416721_e4646a8e50.jpg,1168134859,#454c2b,#b5712b,#7b3903,#7b3903,#c09371,#28261b
-119.813407,39.527389,http://farm7.staticflickr.com/6195/6160804486_a73e27611d.jpg,1316388384,#302624,#4a2515,#883d2e,#883d2e,#f58e7c,#c96253
-119.813,39.527,http://farm9.staticflickr.com/8474/8128753024_9b28367eed.jpg,1351370670,#8a8f68,#2a3124,#1d2b32,#1d2b32,#4e6148,#615e34
-119.879379,39.660817,http://farm1.staticflickr.com/82/253798909_0652141e3d.jpg,1159326501,#0164dc,#5698e8,#abccf4,#abccf4,#ff0b89,#ff94cb
-119.801273,39.479301,http://farm4.staticflickr.com/3153/3033644707_3bc5526a44.jpg,1226826726,#39382f,#919a94,#38281b,#38281b,#554c33,#b2965b
-119.814105,39.523971,http://farm4.staticflickr.com/3223/2996842869_5166e99c15.jpg,1225673238,#36251a,#5e4035,#946658,#946658,#4a423b,#fd8144
-119.810789,39.524227,http://farm5.staticflickr.com/4097/5604383586_842c057fd0.jpg,1302386134,#6a81b2,#2b2924,#b6a079,#b6a079,#89827c,#e8d7a8
-119.814105,39.523971,http://farm4.staticflickr.com/3058/2997600410_edf1bde78a.jpg,1225671835,#3f3c2a,#896a71,#755138,#755138,#b68e95,#321c0f
-119.814662,39.529069,http://farm7.staticflickr.com/6040/6218016771_aafae79bca.jpg,1317935247,#291a22,#495b88,#6676a5,#6676a5,#2a3c5e,#929cc1
-119.87174,39.660552,http://farm5.staticflickr.com/4087/5028981235_b774393173.jpg,1285586925,#344c69,#212a3b,#92a8cb,#92a8cb,#141d6f,#1a6bba
-119.816851,39.530327,http://farm5.staticflickr.com/4074/4754136692_f945e7763b.jpg,1278043833,#311b0e,#5a2305,#5a4838,#5a4838,#74491d,#5c6766
-119.805371,39.515538,http://farm5.staticflickr.com/4019/4375589152_3744cb8faa.jpg,1266749386,#1c0306,#807679,,,,
-119.847139,39.518472,http://farm5.staticflickr.com/4055/4577756074_93891c4893.jpg,1272957384,#172636,#5e8cb8,#4d70a0,#4d70a0,#404d65,#31302e
-119.814512,39.530111,http://farm3.staticflickr.com/2192/1832052318_2a2ac63efb.jpg,1194037057,#99a3a3,#807b6d,#9d9987,#9d9987,#645e48,#60595a
-119.881074,39.660767,http://farm3.staticflickr.com/2032/2013159346_513e56ddb0.jpg,1195021035,#0164dc,#5698e8,#abccf4,#abccf4,#ff0b89,#ff94cb
-119.818847,39.547578,http://farm8.staticflickr.com/7359/9696882585_11388558d9.jpg,1378629557,#27262f,#4d4c63,#b8bbaa,#b8bbaa,#898973,#f8ebbb
-119.785641,39.465437,http://farm4.staticflickr.com/3719/11722479343_84af40fa61.jpg,1388720257,#b08e5b,#c6ac8a,#3c2f21,#3c2f21,#7f5e3a,#3b4931
-119.809727,39.525796,http://farm2.staticflickr.com/1008/1418313627_e476c704f4.jpg,1190401439,#343732,#b9c4b3,#60615c,#60615c,#83582b,#a3542e
-119.813407,39.527389,http://farm7.staticflickr.com/6085/6159973991_b5204f9443.jpg,1316382974,#431008,#fcdbbc,#804d33,#804d33,#b27656,#d3b8aa
-119.724605,39.458437,http://farm7.staticflickr.com/6019/6316552103_640aa61aa8.jpg,1320545715,#b17b42,#d0a383,#865a30,#865a30,#643d19,#667e96
-119.705046,39.383713,http://farm8.staticflickr.com/7298/11724991063_de31e6c2ac.jpg,1388732096,#45281a,#654e49,#48443c,#48443c,#8c6444,#8d7b70
-119.81397,39.527141,http://farm6.staticflickr.com/5057/5477660479_82f4f5df2b.jpg,1298696212,#002202,#003e33,#008119,#008119,#00510c,#00d248
-119.821679,39.543102,http://farm3.staticflickr.com/2357/2272665981_eb5478c67d.jpg,1203303903,#1c6dfb,#bceaee,#212e64,#212e64,#35a9f9,#70d2ef
-119.814512,39.530461,http://farm6.staticflickr.com/5142/5604394522_1ddc639371.jpg,1302386398,#86848c,#574f4d,#6a7c94,#6a7c94,#495a70,
-119.805178,39.468402,http://farm4.staticflickr.com/3074/2582931682_391754665d.jpg,1213584696,#c0907d,#f3fed3,#a56d5d,#a56d5d,#6f4f43,#959f9e
-119.816075,39.524494,http://farm6.staticflickr.com/5029/5604422842_e10c19cd4c.jpg,1302387114,#51504b,#2d2d28,#b2b473,#b2b473,#88867a,#a6a794
-119.816529,39.528241,http://farm5.staticflickr.com/4139/4783844219_b30f632134.jpg,1278884100,#2e404e,#74d1fd,#895e5d,#895e5d,#b67d74,#3ba8ea
-119.804584,39.50583,http://farm8.staticflickr.com/7022/6587207265_71c35572b2.jpg,1325071058,#313342,#d8c6af,#3e302a,#3e302a,#60a0dd,#7a859d
-119.815971,39.53104,http://farm3.staticflickr.com/2181/2310062382_50180af6b1.jpg,1204626881,#321508,#6b3f26,#835d4e,#835d4e,#b18c69,#85211c
-119.814469,39.530294,http://farm7.staticflickr.com/6045/6370743321_f897057eb5.jpg,1321813334,#534530,#a0b0c1,#2f333e,#2f333e,#2f2419,#cfe0ed
-119.696431,39.47357,http://farm1.staticflickr.com/95/261079863_c64a1886b6.jpg,1160011182,#5f90ba,#547491,#88b6d8,#88b6d8,#3f5365,#d0e2ec
-119.79461,39.488132,http://farm8.staticflickr.com/7193/6817602844_154c364830.jpg,1331192812,#79c7f7,#c5f1ff,#142b39,#142b39,#506970,#314444
-119.752655,39.531754,http://farm4.staticflickr.com/3459/3318043397_1edbdc36ea.jpg,1235899457,#939ba4,#2e2620,#7a7772,#7a7772,#543d31,#5d758f
-119.748927,39.531915,http://farm4.staticflickr.com/3336/3448403273_aef3f60266.jpg,1239933263,#9cd1f3,#84817b,#67acea,#67acea,#54554e,#2e3237
-119.800278,39.498525,http://farm6.staticflickr.com/5515/11779888253_324f5094b2.jpg,1388943464,#231108,#362817,#e4daca,#e4daca,#8c532c,#8b7d6a
-119.705046,39.383713,http://farm8.staticflickr.com/7416/11725916413_76be0d42ab.jpg,1388736833,#59403c,#36261c,#b76b2e,#b76b2e,#726664,#f9ad56
-119.805682,39.515629,http://farm5.staticflickr.com/4048/4377922120_a5602bc2c7.jpg,1266808031,#18212b,#809cba,#637490,#637490,#3c4b5e,#9ec1dc
-119.809963,39.525875,http://farm5.staticflickr.com/4031/4548976128_bcb71135eb.jpg,1272137864,#2a4b7e,#4777b0,#3a3c34,#3a3c34,#3a4452,#6196c8
-119.812195,39.528767,http://farm4.staticflickr.com/3254/2761657757_d5fe87151f.jpg,1218704623,#8ad2fe,#353432,#a8bed6,#a8bed6,#3c4a5a,#65463a
-119.8435,39.507666,http://farm6.staticflickr.com/5149/5582479766_88dde0b1ee.jpg,1301759023,#28190b,#4c1e0c,#634f2f,#634f2f,#764626,#4d3c36
-119.818654,39.529452,http://farm3.staticflickr.com/2671/3863463693_3d3a993e12.jpg,1251435298,#433f39,#77241a,#835b49,#835b49,#38221b,#d7c9b5
-119.713972,39.530881,http://farm5.staticflickr.com/4140/4753459495_a23eb87d84.jpg,1278042786,#292a35,#362d20,#2a383a,#2a383a,#976305,#1f1319
