-119.740934,39.578007,http://farm1.staticflickr.com/139/334651114_e9d8d8593f.jpg,2006-12-26T18:47:23Z
-119.814105,39.523971,http://farm4.staticflickr.com/3219/2997727622_aab5c3eed8.jpg,2008-11-02T16:59:05Z
-119.837214,39.391433,http://farm7.staticflickr.com/6199/6127560206_c30b42f3fc.jpg,2011-09-08T08:57:29Z
-119.808688,39.526419,http://farm3.staticflickr.com/2119/2051042202_9323ee98ba.jpg,2007-11-20T12:26:15Z
-119.811068,39.520826,http://farm4.staticflickr.com/3270/3073952638_2a902eac0b.jpg,2008-11-30T23:22:45Z
-119.705046,39.383713,http://farm8.staticflickr.com/7407/11728753953_eb6fea928e.jpg,2014-01-03T03:54:16Z
-119.713972,39.530881,http://farm8.staticflickr.com/7213/7373045032_e9690c9490.jpg,2012-06-14T15:02:09Z
-119.81286,39.530492,http://farm4.staticflickr.com/3612/3490016482_427babf9d6.jpg,2009-04-30T15:39:18Z
-119.881074,39.660767,http://farm3.staticflickr.com/2217/2011807500_b3db36e260.jpg,2007-11-13T20:25:59Z
-119.80905,39.516827,http://farm8.staticflickr.com/7430/10768792644_a3b58582e6.jpg,2013-11-09T17:33:30Z
-119.785641,39.465437,http://farm3.staticflickr.com/2806/11722987773_a20d4b0459.jpg,2014-01-02T20:12:52Z
-119.817656,39.524749,http://farm4.staticflickr.com/3407/3523974244_5709473485.jpg,2009-05-11T16:50:51Z
-119.791167,39.5135,http://farm6.staticflickr.com/5467/9542565519_f96ee025a4.jpg,2013-08-18T23:44:51Z
-119.795308,39.526677,http://farm4.staticflickr.com/3207/3151294898_3061219899.jpg,2008-12-30T09:43:53Z
-119.813823,39.531472,http://farm5.staticflickr.com/4050/4698935334_e228b61c48.jpg,2010-06-13T21:36:20Z
-119.785641,39.465437,http://farm8.staticflickr.com/7426/9384010709_56cfb1839e.jpg,2013-07-28T10:37:33Z
-119.791724,39.48523,http://farm3.staticflickr.com/2317/2267602049_d5d84d2ca7.jpg,2008-02-15T19:49:28Z
-119.880967,39.662006,http://farm8.staticflickr.com/7020/6452047683_133a81c892.jpg,2011-12-04T03:47:21Z
-119.802217,39.541365,http://farm3.staticflickr.com/2584/3862778024_3edd849173.jpg,2009-08-27T10:54:50Z
-119.993898,39.524286,http://farm2.staticflickr.com/1205/526801472_4532af22a9.jpg,2007-06-02T15:43:45Z
-119.713972,39.530881,http://farm6.staticflickr.com/5232/7187785083_8d9f230605.jpg,2012-06-14T14:50:07Z
-119.881074,39.660767,http://farm3.staticflickr.com/2308/2012730414_02c8bb965d.jpg,2007-11-13T21:41:31Z
-119.900085,39.519821,http://farm1.staticflickr.com/156/331418195_50030f78aa.jpg,2006-12-23T18:51:37Z
-119.889163,39.670265,http://farm5.staticflickr.com/4030/4615392150_2c63b6ab92.jpg,2010-05-17T06:04:03Z
-119.824962,39.525262,http://farm4.staticflickr.com/3201/4596614872_f7ec615060.jpg,2010-05-10T13:16:32Z
-119.87174,39.660552,http://farm5.staticflickr.com/4149/5029618756_dd7777a867.jpg,2010-09-27T04:40:17Z
-119.890909,39.673216,http://farm3.staticflickr.com/2155/5802166864_f32e6db394.jpg,2011-06-05T15:55:57Z
-119.809727,39.525796,http://farm2.staticflickr.com/1371/1418449321_2e87ea9322.jpg,2007-09-21T12:41:27Z
-119.818782,39.545894,http://farm1.staticflickr.com/132/341288374_7582288a58.jpg,2007-01-01T13:06:25Z
-119.881074,39.660767,http://farm1.staticflickr.com/228/1507518461_d8d92389ca.jpg,2007-10-07T12:07:40Z
-119.813407,39.527389,http://farm7.staticflickr.com/6179/6160813998_eb502507e2.jpg,2011-09-18T16:29:27Z
-119.87174,39.660552,http://farm5.staticflickr.com/4106/5029229262_855bac19fa.jpg,2010-09-27T00:46:55Z
-119.813407,39.527389,http://farm5.staticflickr.com/4030/5123792422_4ab32ccc78.jpg,2010-10-28T09:49:14Z
-119.910407,39.532048,http://farm8.staticflickr.com/7371/8861713879_dd3f59322a.jpg,2013-05-27T19:41:11Z
-119.813032,39.52455,http://farm4.staticflickr.com/3417/3382988188_925591806a.jpg,2009-03-24T11:02:19Z
-119.874411,39.660726,http://farm4.staticflickr.com/3048/2557241475_d26b1fe5d0.jpg,2008-06-07T00:08:48Z
-119.817656,39.524749,http://farm4.staticflickr.com/3051/3523975736_fdc4fee7bc.jpg,2009-05-11T16:51:30Z
-119.881074,39.660767,http://farm3.staticflickr.com/2142/2011854089_3f2ddddd9d.jpg,2007-11-13T21:35:22Z
-119.893455,39.395976,http://farm5.staticflickr.com/4089/5082748080_cea9717797.jpg,2010-10-14T18:12:56Z
-119.693316,39.476211,http://farm1.staticflickr.com/174/402293486_1ed2d087ec.jpg,2007-02-25T10:58:50Z
-119.785641,39.465437,http://farm8.staticflickr.com/7434/9075707921_f9c630bf88.jpg,2013-06-18T08:49:52Z
-119.813797,39.529598,http://farm3.staticflickr.com/2652/3936912016_def4eab4f6.jpg,2009-09-20T02:35:07Z
-119.821325,39.522606,http://farm7.staticflickr.com/6143/5962814399_2233e44187.jpg,2011-07-21T22:22:31Z
-119.883799,39.661338,http://farm5.staticflickr.com/4108/5033044823_88af6d5b52.jpg,2010-09-28T09:00:26Z
-119.777648,39.543516,http://farm6.staticflickr.com/5260/5583312961_0414f2c18e.jpg,2011-04-02T18:30:24Z
-119.769172,39.5,http://farm1.staticflickr.com/8/10743118_cab7773976.jpg,2005-04-24T15:56:02Z
-119.875087,39.660222,http://farm9.staticflickr.com/8295/8000414293_1eaf335c89.jpg,2012-09-18T10:45:52Z
-119.692972,39.477005,http://farm1.staticflickr.com/158/402302440_d91ea8d1a7.jpg,2007-02-25T11:05:48Z
-119.711322,39.561086,http://farm1.staticflickr.com/158/348416721_e4646a8e50.jpg,2007-01-06T17:54:19Z
-119.813407,39.527389,http://farm7.staticflickr.com/6195/6160804486_a73e27611d.jpg,2011-09-18T16:26:24Z
-119.813,39.527,http://farm9.staticflickr.com/8474/8128753024_9b28367eed.jpg,2012-10-27T13:44:30Z
-119.879379,39.660817,http://farm1.staticflickr.com/82/253798909_0652141e3d.jpg,2006-09-26T20:08:21Z
-119.801273,39.479301,http://farm4.staticflickr.com/3153/3033644707_3bc5526a44.jpg,2008-11-16T01:12:06Z
-119.814105,39.523971,http://farm4.staticflickr.com/3223/2996842869_5166e99c15.jpg,2008-11-02T16:47:18Z
-119.810789,39.524227,http://farm5.staticflickr.com/4097/5604383586_842c057fd0.jpg,2011-04-09T14:55:34Z
-119.814105,39.523971,http://farm4.staticflickr.com/3058/2997600410_edf1bde78a.jpg,2008-11-02T16:23:55Z
-119.814662,39.529069,http://farm7.staticflickr.com/6040/6218016771_aafae79bca.jpg,2011-10-06T14:07:27Z
-119.87174,39.660552,http://farm5.staticflickr.com/4087/5028981235_b774393173.jpg,2010-09-27T04:28:45Z
-119.816851,39.530327,http://farm5.staticflickr.com/4074/4754136692_f945e7763b.jpg,2010-07-01T21:10:33Z
-119.805371,39.515538,http://farm5.staticflickr.com/4019/4375589152_3744cb8faa.jpg,2010-02-21T02:49:46Z
-119.847139,39.518472,http://farm5.staticflickr.com/4055/4577756074_93891c4893.jpg,2010-05-04T00:16:24Z
-119.814512,39.530111,http://farm3.staticflickr.com/2192/1832052318_2a2ac63efb.jpg,2007-11-02T13:57:37Z
-119.881074,39.660767,http://farm3.staticflickr.com/2032/2013159346_513e56ddb0.jpg,2007-11-13T22:17:15Z
-119.818847,39.547578,http://farm8.staticflickr.com/7359/9696882585_11388558d9.jpg,2013-09-08T01:39:17Z
-119.785641,39.465437,http://farm4.staticflickr.com/3719/11722479343_84af40fa61.jpg,2014-01-02T19:37:37Z
-119.809727,39.525796,http://farm2.staticflickr.com/1008/1418313627_e476c704f4.jpg,2007-09-21T12:03:59Z
-119.813407,39.527389,http://farm7.staticflickr.com/6085/6159973991_b5204f9443.jpg,2011-09-18T14:56:14Z
-119.724605,39.458437,http://farm7.staticflickr.com/6019/6316552103_640aa61aa8.jpg,2011-11-05T19:15:15Z
-119.705046,39.383713,http://farm8.staticflickr.com/7298/11724991063_de31e6c2ac.jpg,2014-01-02T22:54:56Z
-119.81397,39.527141,http://farm6.staticflickr.com/5057/5477660479_82f4f5df2b.jpg,2011-02-25T20:56:52Z
